GAGA-ID	Species	Description	Download	Output name	Tissue	Caste	Note	SRA accession	Bioproject	BioSample	Assay Type	AvgSpotLen	Bases	Bytes	Center Name	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	Sample Name	SRA Study	GEO_Accession	source_name	genotype/variation	social_status	Strain	BIOME	Collection_date	dev_stage	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	health_state	Isolate	Library Name	sex	tissue_type																												
NCBI-0001	Ooceraea biroi				Brain			SRR1805239	PRJNA273874	SAMN03332266	RNA-Seq	101	1.52 G	894.03 Mb	THE ROCKEFELLER UNIVERSITY	SRX876245	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_73	SRP054963	female	Invertebrate	adult	brain	17/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC1b	Pupae	L001_R1_001.fastq.gz	Brood Care	73	4	73	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805240	PRJNA273874	SAMN03332267	RNA-Seq	101	1.95 G	1.12 Gb	THE ROCKEFELLER UNIVERSITY	SRX876246	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_74	SRP054963	female	Invertebrate	adult	brain	17/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC1b	Pupae	L001_R1_001.fastq.gz	Brood Care	74	4	74	24																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805241	PRJNA273874	SAMN03332268	RNA-Seq	101	2.18 G	1.26 Gb	THE ROCKEFELLER UNIVERSITY	SRX876247	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_75	SRP054963	female	Invertebrate	adult	brain	17/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC1b	Pupae	L001_R1_001.fastq.gz	Brood Care	75	4	75	48																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805242	PRJNA273874	SAMN03332269	RNA-Seq	101	1.28 G	751.10 Mb	THE ROCKEFELLER UNIVERSITY	SRX876248	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_76	SRP054963	female	Invertebrate	adult	brain	17/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC1b	Larvae	L001_R1_001.fastq.gz	Reproductive	76	4	76	6																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805243	PRJNA273874	SAMN03332270	RNA-Seq	101	1.52 G	893.56 Mb	THE ROCKEFELLER UNIVERSITY	SRX876249	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_77	SRP054963	female	Invertebrate	adult	brain	17/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC1b	Larvae	L001_R1_001.fastq.gz	Reproductive	77	4	77	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805244	PRJNA273874	SAMN03332271	RNA-Seq	101	1.64 G	958.54 Mb	THE ROCKEFELLER UNIVERSITY	SRX876250	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_78	SRP054963	female	Invertebrate	adult	brain	17/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC1b	Larvae	L001_R1_001.fastq.gz	Reproductive	78	4	78	24																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805245	PRJNA273874	SAMN03332272	RNA-Seq	101	1.24 G	732.61 Mb	THE ROCKEFELLER UNIVERSITY	SRX876251	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_79	SRP054963	female	Invertebrate	adult	brain	17/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC1b	Larvae	L001_R1_001.fastq.gz	Reproductive	79	4	79	48																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805246	PRJNA273874	SAMN03332273	RNA-Seq	101	1.52 G	902.42 Mb	THE ROCKEFELLER UNIVERSITY	SRX876252	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_80	SRP054963	female	Invertebrate	adult	brain	17/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC1b	Pupae	L001_R1_001.fastq.gz	Reproductive	80	4	80	6																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805247	PRJNA273874	SAMN03332274	RNA-Seq	101	1.62 G	993.14 Mb	THE ROCKEFELLER UNIVERSITY	SRX876253	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_81	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC6	Larvae	L001_R1_0012.fastq.gz	Brood Care	81	5	81	6																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805248	PRJNA273874	SAMN03332275	RNA-Seq	101	1.54 G	944.90 Mb	THE ROCKEFELLER UNIVERSITY	SRX876254	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_82	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC6	Pupae	L001_R1_0012.fastq.gz	Brood Care	82	5	82	6																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805249	PRJNA273874	SAMN03332276	RNA-Seq	101	1.73 G	1.03 Gb	THE ROCKEFELLER UNIVERSITY	SRX876255	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_83	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC6	Pupae	L001_R1_0012.fastq.gz	Brood Care	83	5	83	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805250	PRJNA273874	SAMN03332277	RNA-Seq	101	1.72 G	1.02 Gb	THE ROCKEFELLER UNIVERSITY	SRX876256	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_84	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC6	Pupae	L001_R1_0012.fastq.gz	Brood Care	84	5	84	24																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805251	PRJNA273874	SAMN03332278	RNA-Seq	101	1.66 G	1.01 Gb	THE ROCKEFELLER UNIVERSITY	SRX876257	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_85	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC6	Pupae	L001_R1_0012.fastq.gz	Brood Care	85	5	85	48																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805252	PRJNA273874	SAMN03332279	RNA-Seq	101	2.01 G	1.20 Gb	THE ROCKEFELLER UNIVERSITY	SRX876258	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_86	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC6	Larvae	L001_R1_001.fastq.gz	Reproductive	86	5	86	6																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805253	PRJNA273874	SAMN03332280	RNA-Seq	101	1.60 G	996.26 Mb	THE ROCKEFELLER UNIVERSITY	SRX876259	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	17/02/2015	C.biroi_brains_87	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC6	Larvae	L001_R1_0012.fastq.gz	Reproductive	87	5	87	12																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805254	PRJNA273874	SAMN03332281	RNA-Seq	101	1.86 G	1.13 Gb	THE ROCKEFELLER UNIVERSITY	SRX876260	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_88	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC6	Larvae	L001_R1_0012.fastq.gz	Reproductive	88	5	88	24																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805255	PRJNA273874	SAMN03332282	RNA-Seq	101	1.61 G	998.35 Mb	THE ROCKEFELLER UNIVERSITY	SRX876261	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_89	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC6	Larvae	L001_R1_0012.fastq.gz	Reproductive	89	5	89	48																				
NCBI-0001	Ooceraea biroi				Brain			SRR1805256	PRJNA273874	SAMN03332283	RNA-Seq	101	937.85 M	572.55 Mb	THE ROCKEFELLER UNIVERSITY	SRX876262	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	16/02/2015	C.biroi_brains_90	SRP054963	female	Invertebrate	adult	brain	19/06/2014	worker brain	USA	North America	USA: New York	40.71 N 74.01 W	Daniel Kronauer	Romain Libbrecht	1 month	not applicable	worker	MLL4 (Line B)	STC6	Pupae	L001_R1_0012.fastq.gz	Reproductive	90	5	90	6																				
NCBI-0001	Ooceraea biroi				Antenna	Pupae	Antenna from different developmental pupal stages	SRR11786097	PRJNA632608	SAMN14915941	RNA-Seq	151	2.85 G	1.13 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338411	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P3-B	SRP261486	female	Model organism or animal	pupal day 3	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786098	PRJNA632608	SAMN14915940	RNA-Seq	151	3.05 G	1.20 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338410	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P3-A	SRP261486	female	Model organism or animal	pupal day 3	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786099	PRJNA632608	SAMN14915939	RNA-Seq	151	2.94 G	1.15 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338409	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P2-D	SRP261486	female	Model organism or animal	pupal day 2	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786100	PRJNA632608	SAMN14915938	RNA-Seq	151	2.90 G	1.14 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338408	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P2-C	SRP261486	female	Model organism or animal	pupal day 2	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786101	PRJNA632608	SAMN14915937	RNA-Seq	151	2.92 G	1.14 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338407	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P2-B	SRP261486	female	Model organism or animal	pupal day 2	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786102	PRJNA632608	SAMN14915936	RNA-Seq	151	3.21 G	1.26 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338406	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P2-A	SRP261486	female	Model organism or animal	pupal day 2	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786103	PRJNA632608	SAMN14915935	RNA-Seq	151	2.88 G	1.13 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338405	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P0-D	SRP261486	female	Model organism or animal	pupal day 0	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786104	PRJNA632608	SAMN14915955	RNA-Seq	151	2.69 G	1.06 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338404	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P14-D	SRP261486	female	Model organism or animal	pupal day 14	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786105	PRJNA632608	SAMN14915954	RNA-Seq	151	2.64 G	1.04 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338403	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P14-C	SRP261486	female	Model organism or animal	pupal day 14	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786106	PRJNA632608	SAMN14915953	RNA-Seq	151	2.28 G	912.84 Mb	THE ROCKEFELLER UNIVERSITY	SRX8338402	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P14-B	SRP261486	female	Model organism or animal	pupal day 14	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786107	PRJNA632608	SAMN14915952	RNA-Seq	151	2.90 G	1.14 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338401	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P14-A	SRP261486	female	Model organism or animal	pupal day 14	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786108	PRJNA632608	SAMN14915934	RNA-Seq	151	2.98 G	1.16 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338400	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P0-C	SRP261486	female	Model organism or animal	pupal day 0	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786109	PRJNA632608	SAMN14915951	RNA-Seq	151	2.93 G	1.16 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338399	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P8-D	SRP261486	female	Model organism or animal	pupal day 8	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786110	PRJNA632608	SAMN14915950	RNA-Seq	151	2.90 G	1.15 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338398	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P8-C	SRP261486	female	Model organism or animal	pupal day 8	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786111	PRJNA632608	SAMN14915949	RNA-Seq	151	2.83 G	1.13 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338397	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P8-B	SRP261486	female	Model organism or animal	pupal day 8	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786112	PRJNA632608	SAMN14915948	RNA-Seq	151	2.97 G	1.17 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338396	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P8-A	SRP261486	female	Model organism or animal	pupal day 8	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786113	PRJNA632608	SAMN14915947	RNA-Seq	151	3.15 G	1.23 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338395	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P4-D	SRP261486	female	Model organism or animal	pupal day 4	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786114	PRJNA632608	SAMN14915946	RNA-Seq	151	3.18 G	1.25 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338394	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P4-C	SRP261486	female	Model organism or animal	pupal day 4	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786115	PRJNA632608	SAMN14915945	RNA-Seq	151	2.81 G	1.12 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338393	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P4-B	SRP261486	female	Model organism or animal	pupal day 4	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786116	PRJNA632608	SAMN14915944	RNA-Seq	151	2.82 G	1.11 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338392	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P4-A	SRP261486	female	Model organism or animal	pupal day 4	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786117	PRJNA632608	SAMN14915943	RNA-Seq	151	3.14 G	1.23 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338391	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P3-D	SRP261486	female	Model organism or animal	pupal day 3	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786118	PRJNA632608	SAMN14915942	RNA-Seq	151	3.04 G	1.20 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338390	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P3-C	SRP261486	female	Model organism or animal	pupal day 3	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786119	PRJNA632608	SAMN14915933	RNA-Seq	151	2.88 G	1.13 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338389	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P0-B	SRP261486	female	Model organism or animal	pupal day 0	antenna																																								
NCBI-0001	Ooceraea biroi				Antenna	Pupae		SRR11786120	PRJNA632608	SAMN14915932	RNA-Seq	151	2.88 G	1.12 Gb	THE ROCKEFELLER UNIVERSITY	SRX8338388	NextSeq 550	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	13/05/2020	P0-A	SRP261486	female	Model organism or animal	pupal day 0	antenna																																								
NCBI-0001	Ooceraea biroi	Worker antenna	X	NCBI-0001_Obir_worker_antenna_highdepth	Antenna	Worker		SRR1300620	PRJNA230648	SAMN02437255	RNA-Seq	202	16.85 G	10.88 Gb	THE ROCKEFELLER UNIVERSITY	SRX548689	Illumina HiSeq 2500	PAIRED	PolyA	TRANSCRIPTOMIC	ILLUMINA	12/09/2014	Worker antennae	SRP042148	female				2011	worker antennae							1 month																															
NCBI-0001	Ooceraea biroi	Male antenna	X	NCBI-0001_Obir_male_antenna_highdepth	Antenna	Male		SRR1477338	PRJNA230648	SAMN02437256	RNA-Seq	202	16.23 G	10.48 Gb	THE ROCKEFELLER UNIVERSITY	SRX632195	Illumina HiSeq 2000	PAIRED	PolyA	TRANSCRIPTOMIC	ILLUMINA	12/09/2014	male antennae	SRP042148	male				2011	male antennae							mixed																															
NCBI-0001	Ooceraea biroi	c9 antennae		NCBI-0001_Obir_worker_antenna_rep1	Antenna	Worker		SRR1481486	PRJNA230648	SAMN02437269	RNA-Seq	101	1.47 G	962.58 Mb	THE ROCKEFELLER UNIVERSITY	SRX634865	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	12/09/2014	antennae mRNA c9	SRP042148	female				2012	c9 antennae							1 month																															
NCBI-0001	Ooceraea biroi	c9 abdomens and thoraces	X	NCBI-0001_Obir_worker_abdomen_thorax_rep1	Abdomen and Thorax	Worker		SRR1481489	PRJNA230648	SAMN02437270	RNA-Seq	101	2.21 G	1.41 Gb	THE ROCKEFELLER UNIVERSITY	SRX634868	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	12/09/2014	abdomens and thoraces mRNA c9	SRP042148	female				2012	c9 abdomens and thoraces							1 month																															
NCBI-0001	Ooceraea biroi	c9 heads	X	NCBI-0001_Obir_worker_head_rep1	Head	Worker		SRR1481493	PRJNA230648	SAMN02437271	RNA-Seq	101	1.66 G	1.06 Gb	THE ROCKEFELLER UNIVERSITY	SRX634870	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	12/09/2014	heads mRNA c9	SRP042148	female				2012	c9 heads							1 month																															
NCBI-0001	Ooceraea biroi	c9 legs	X	NCBI-0001_Obir_worker_leg_rep1	Leg	Worker		SRR1481497	PRJNA230648	SAMN02437272	RNA-Seq	101	1.56 G	1,012.76 Mb	THE ROCKEFELLER UNIVERSITY	SRX634875	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	12/09/2014	legs mRNA c9	SRP042148	female				2012	c9 legs							1 month																															
NCBI-0001	Ooceraea biroi	c16 antennae		NCBI-0001_Obir_worker_antenna_rep2	Antenna	Worker		SRR1502786	PRJNA230648	SAMN02437273	RNA-Seq	101	1.45 G	941.56 Mb	THE ROCKEFELLER UNIVERSITY	SRX642701	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	12/09/2014	antennae mRNA c16	SRP042148	female				2012	c16 antennae							1 month																															
NCBI-0001	Ooceraea biroi	c16 abdomens and thoraces		NCBI-0001_Obir_worker_abdomen_thorax_rep2	Abdomen and Thorax	Worker		SRR1502787	PRJNA230648	SAMN02437274	RNA-Seq	101	2.62 G	1.69 Gb	THE ROCKEFELLER UNIVERSITY	SRX642702	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	12/09/2014	abdomens and thoraces mRNA c16	SRP042148	female				2012	c16 abdomens and thoraces							1 month																															
NCBI-0001	Ooceraea biroi	c16 heads		NCBI-0001_Obir_worker_head_rep2	Head	Worker		SRR1502788	PRJNA230648	SAMN02437275	RNA-Seq	101	2.39 G	1.54 Gb	THE ROCKEFELLER UNIVERSITY	SRX642703	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	12/09/2014	heads mRNA c16	SRP042148	female				2012	c16 heads							1 month																															
NCBI-0001	Ooceraea biroi	c16 legs		NCBI-0001_Obir_worker_leg_rep2	Leg	Worker		SRR1502847	PRJNA230648	SAMN02437276	RNA-Seq	101	872.13 M	568.36 Mb	THE ROCKEFELLER UNIVERSITY	SRX642759	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	12/09/2014	legs mRNA c16	SRP042148	female				2012	c16 legs							1 month																															
NCBI-0001	Ooceraea biroi	stc12 antennae		NCBI-0001_Obir_worker_antenna_rep3	Antenna	Worker		SRR1502848	PRJNA230648	SAMN02437277	RNA-Seq	101	1.43 G	938.06 Mb	THE ROCKEFELLER UNIVERSITY	SRX642760	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	12/09/2014	antennae mRNA stc12	SRP042148	female				2012	stc12 antennae							1 month																															
NCBI-0001	Ooceraea biroi	stc12 abdomens and thoraces		NCBI-0001_Obir_worker_abdomen_thorax_rep3	Abdomen and Thorax	Worker		SRR1502859	PRJNA230648	SAMN02437278	RNA-Seq	101	2.87 G	1.84 Gb	THE ROCKEFELLER UNIVERSITY	SRX642761	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	12/09/2014	abdomens and thoraces mRNA stc12	SRP042148	female				2012	stc12 abdomens and thoraces							1 month																															
NCBI-0001	Ooceraea biroi	stc12 heads		NCBI-0001_Obir_worker_head_rep3	Head	Worker		SRR1503195	PRJNA230648	SAMN02437279	RNA-Seq	101	2.26 G	1.44 Gb	THE ROCKEFELLER UNIVERSITY	SRX643067	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	12/09/2014	heads mRNA stc12	SRP042148	female				2012	stc12 heads							1 month																															
NCBI-0001	Ooceraea biroi	stc12 legs		NCBI-0001_Obir_worker_leg_rep3	Leg	Worker		SRR1503196	PRJNA230648	SAMN02437280	RNA-Seq	101	1.24 G	813.35 Mb	THE ROCKEFELLER UNIVERSITY	SRX643068	Illumina HiSeq 2000	SINGLE	PolyA	TRANSCRIPTOMIC	ILLUMINA	12/09/2014	legs mRNA stc12	SRP042148	female				2012	stc12 legs							1 month																															
NCBI-0001	Ooceraea biroi	Ventral antenna		NCBI-0001_Obir_worker_ventral_antenna_rep1	Antenna	Worker		SRR4333218	PRJNA345039	SAMN05856066	RNA-Seq	101	4.23 G	2.70 Gb	THE ROCKEFELLER UNIVERSITY	SRX2206022	Illumina HiSeq 2500	SINGLE	other	TRANSCRIPTOMIC	ILLUMINA	30/11/2016	VentralAntenna1	SRP090721	female	Model organism or animal	adult	ventral half of antennal club																																								
NCBI-0001	Ooceraea biroi	Ventral antenna		NCBI-0001_Obir_worker_ventral_antenna_rep2	Antenna	Worker		SRR4333219	PRJNA345039	SAMN05856067	RNA-Seq	101	4.25 G	2.71 Gb	THE ROCKEFELLER UNIVERSITY	SRX2206023	Illumina HiSeq 2500	SINGLE	other	TRANSCRIPTOMIC	ILLUMINA	30/11/2016	VentralAntenna2	SRP090721	female	Model organism or animal	adult	ventral half of antennal club																																								
NCBI-0001	Ooceraea biroi	Ventral antenna		NCBI-0001_Obir_worker_ventral_antenna_rep3	Antenna	Worker		SRR4333220	PRJNA345039	SAMN05856068	RNA-Seq	101	4.34 G	2.77 Gb	THE ROCKEFELLER UNIVERSITY	SRX2206024	Illumina HiSeq 2500	SINGLE	other	TRANSCRIPTOMIC	ILLUMINA	30/11/2016	VentralAntenna3	SRP090721	female	Model organism or animal	adult	ventral half of antennal club																																								
